Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorus,Fertilizer,Location,pH
33.25,36.87,5.0,Red,Sunflower,62,74,25,NPK,Bidar,6.05
29.42,47.51,28.82,Red,Jowar,49,40,20,NPK,Davangere,5.61
23.3,60.87,40.33,Laterite,Sugarcane,131,93,46,MOP,Bengaluru,5.26
30.4,63.78,37.5,Black,Maize,52,44,35,Urea,Kolar,7.44
33.33,51.69,35.49,Black,Tur,41,47,34,Compost,Belagavi,7.31
25.33,58.29,49.64,Red,Sunflower,66,63,37,NPK,Tumakuru,6.18
28.15,56.64,60.0,Laterite,Jowar,62,33,21,Urea,Hassan,5.65
40.34,32.8,5.0,Black,Maize,79,47,28,NPK,Vijayapura,6.82
34.3,36.3,40.0,Black,Rice,88,73,43,Compost,Vijayapura,7.45
27.05,78.83,69.46,Clay,Maize,102,56,50,Urea,Mangaluru,7.16
31.43,39.76,58.06,Clay,Rice,86,55,32,Compost,Kalaburagi,5.78
30.61,65.07,38.03,Black,Jowar,51,56,26,Urea,Mandya,6.55
23.26,80.04,75.03,Sandy,Maize,61,65,21,Urea,Mangaluru,7.53
20.74,42.39,60.08,Black,Rice,86,52,44,Compost,Chikkamagaluru,6.87
20.68,64.84,77.84,Sandy,Rice,85,84,39,NPK,Hassan,7.12
28.81,64.94,58.59,Sandy,Coffee,33,45,27,Farmyard Manure,Hassan,7.52
22.46,83.24,60.0,Red,Jowar,44,38,19,NPK,Dakshina Kannada,6.32
31.72,46.67,5.0,Clay,Jowar,43,41,21,Compost,Ballari,6.25
27.25,91.6,68.85,Sandy,Maize,89,39,28,Urea,Mangaluru,6.27
36.77,47.86,56.52,Black,Rice,76,67,44,NPK,Bidar,7.14
28.48,41.26,30.0,Clay,Sugarcane,122,95,38,Farmyard Manure,Raichur,6.51
26.91,79.8,80.17,Black,Tur,39,44,23,Compost,Mangaluru,6.99
23.13,60.72,42.43,Clay,Ragi,34,40,21,Urea,Hassan,6.53
37.62,42.23,13.49,Black,Tur,31,33,32,NPK,Bidar,6.83
25.53,61.04,40.0,Clay,Rice,98,43,34,MOP,Tumakuru,5.97
15.91,65.6,51.99,Laterite,Cotton,60,45,30,NPK,Mysuru,5.17
35.41,36.99,5.48,Clay,Maize,97,35,42,Compost,Ballari,6.93
26.59,72.09,53.78,Laterite,Groundnut,36,37,61,DAP,Mangaluru,5.24
25.31,84.15,65.27,Red,Groundnut,41,40,51,DAP,Uttara Kannada,5.76
26.42,65.19,45.78,Sandy,Groundnut,20,28,49,DAP,Mysuru,6.33
32.97,40.86,24.78,Black,Cotton,72,73,24,Compost,Bidar,7.0
32.34,59.2,31.64,Clay,Tur,22,38,19,Compost,Chitradurga,6.03
27.61,54.97,42.19,Clay,Sugarcane,139,130,39,Farmyard Manure,Tumakuru,6.88
28.17,30.44,10.98,Red,Jowar,37,60,20,NPK,Bidar,5.19
25.78,83.56,86.28,Clay,Tur,38,36,38,NPK,Udupi,6.63
29.25,56.85,59.02,Clay,Rice,96,73,44,NPK,Hubballi-Dharwad,7.22
30.06,54.55,58.81,Black,Rice,118,51,50,NPK,Chitradurga,6.83
23.22,76.49,61.36,Sandy,Coffee,36,50,13,Farmyard Manure,Mangaluru,7.1
26.82,80.33,58.61,Black,Maize,76,70,39,Urea,Udupi,7.7
33.38,65.98,29.33,Red,Groundnut,35,38,46,DAP,Chikkamagaluru,6.64
19.8,88.19,80.88,Laterite,Maize,87,68,39,NPK,Udupi,5.15
31.5,62.14,5.0,Clay,Jowar,61,45,16,NPK,Chitradurga,6.9
20.96,79.15,39.59,Laterite,Jowar,54,58,10,NPK,Kolar,5.47
36.11,50.73,43.65,Clay,Maize,98,59,42,NPK,Chitradurga,6.53
24.0,57.17,47.45,Sandy,Maize,92,55,27,NPK,Mysuru,6.63
34.01,40.0,39.78,Sandy,Ragi,50,11,8,DAP,Davangere,6.75
27.1,75.93,70.33,Sandy,Coffee,42,61,20,Farmyard Manure,Udupi,6.13
28.23,69.22,46.52,Laterite,Maize,48,46,30,Urea,Tumakuru,5.31
31.59,75.93,21.71,Clay,Jowar,45,27,14,Compost,Mandya,6.35
29.14,46.76,17.17,Red,Cotton,93,78,30,NPK,Davangere,5.84
26.72,80.78,95.0,Black,Rice,102,63,39,NPK,Udupi,7.74
34.52,78.92,15.28,Laterite,Tur,24,23,37,Urea,Kolar,5.41
35.16,51.98,26.18,Sandy,Ragi,47,28,26,Compost,Kalaburagi,6.19
25.3,74.47,58.38,Clay,Rice,102,82,31,Urea,Kolar,6.21
30.04,53.37,81.77,Red,Cotton,69,61,29,Compost,Belagavi,6.26
22.61,80.83,71.22,Black,Sugarcane,133,124,24,DAP,Dakshina Kannada,7.04
28.13,53.5,16.73,Red,Ragi,38,14,20,MOP,Chitradurga,5.41
22.44,79.86,46.36,Clay,Coffee,57,76,21,Farmyard Manure,Chikkamagaluru,6.51
29.98,39.42,53.73,Clay,Sugarcane,122,128,37,Farmyard Manure,Kalaburagi,6.76
33.83,29.06,52.51,Black,Sugarcane,154,135,51,Farmyard Manure,Bidar,6.26
32.13,58.84,30.79,Sandy,Maize,73,42,40,NPK,Davangere,7.49
28.13,56.67,55.11,Laterite,Rice,82,56,30,NPK,Hassan,5.38
21.13,76.24,50.33,Red,Tur,24,24,18,NPK,Dakshina Kannada,6.45
29.49,59.03,5.0,Red,Jowar,42,40,22,Compost,Mandya,5.57
27.93,46.06,58.09,Clay,Maize,86,59,22,DAP,Belagavi,6.45
28.28,73.09,19.87,Clay,Sunflower,89,60,47,Compost,Hassan,7.27
19.39,78.37,74.26,Clay,Coffee,43,56,17,Farmyard Manure,Uttara Kannada,6.71
30.89,31.02,31.81,Sandy,Cotton,87,54,39,NPK,Raichur,6.74
28.42,55.47,60.0,Black,Sunflower,56,84,23,Compost,Hassan,7.58
30.19,40.65,46.03,Red,Groundnut,28,50,39,DAP,Raichur,6.28
33.87,42.62,53.73,Clay,Rice,88,60,43,Urea,Ballari,6.63
27.53,58.93,88.98,Red,Rice,96,67,35,Compost,Chikkamagaluru,5.59
38.23,39.23,40.38,Clay,Sugarcane,134,122,28,DAP,Kalaburagi,5.6
33.42,41.42,6.55,Red,Groundnut,45,42,45,DAP,Vijayapura,5.44
31.07,60.78,23.72,Laterite,Maize,74,47,30,NPK,Chikkamagaluru,5.26
31.87,42.06,5.0,Clay,Ragi,41,33,25,NPK,Vijayapura,7.38
30.92,74.9,61.7,Clay,Rice,76,73,32,NPK,Hassan,6.12
20.35,58.21,58.71,Sandy,Rice,89,56,30,Urea,Hassan,6.96
25.6,67.72,40.59,Laterite,Groundnut,35,46,57,DAP,Hassan,5.06
24.76,90.38,17.48,Clay,Jowar,53,48,18,Urea,Udupi,6.83
21.22,93.62,59.11,Laterite,Jowar,50,25,25,NPK,Mangaluru,5.66
35.18,55.97,52.63,Black,Sugarcane,125,128,30,DAP,Hubballi-Dharwad,7.26
26.34,51.54,40.0,Clay,Rice,71,56,47,Urea,Davangere,6.18
31.83,56.23,20.88,Black,Jowar,56,43,26,Compost,Davangere,6.61
27.88,40.62,18.4,Red,Maize,74,42,20,DAP,Ballari,5.88
30.49,48.85,31.54,Black,Groundnut,37,32,51,DAP,Kalaburagi,7.34
33.65,41.46,30.0,Clay,Sugarcane,137,133,48,Farmyard Manure,Vijayapura,6.49
28.94,56.89,58.43,Red,Ragi,30,34,19,NPK,Kolar,5.9
22.15,87.06,77.33,Clay,Rice,69,63,35,Urea,Udupi,5.56
31.6,30.0,42.84,Clay,Cotton,80,55,35,Urea,Kalaburagi,6.08
30.0,32.73,49.52,Red,Coffee,51,71,19,Farmyard Manure,Raichur,5.19
29.98,67.04,43.07,Red,Tur,26,24,26,Urea,Mandya,5.64
28.09,65.12,61.47,Clay,Rice,92,60,33,Urea,Davangere,6.03
31.03,39.28,44.26,Black,Groundnut,39,52,48,DAP,Belagavi,7.14
33.69,33.98,11.68,Red,Maize,88,47,28,Compost,Ballari,6.59
27.17,69.92,18.67,Black,Cotton,71,64,16,DAP,Davangere,7.06
30.57,56.75,63.93,Laterite,Sugarcane,137,105,40,Farmyard Manure,Chitradurga,5.69
33.29,49.06,53.16,Black,Rice,92,61,36,Urea,Davangere,8.03
30.23,38.59,47.66,Clay,Rice,79,61,34,NPK,Chitradurga,5.06
25.49,76.1,51.55,Clay,Sunflower,65,61,27,NPK,Udupi,7.34
28.81,82.46,43.58,Clay,Sunflower,81,59,36,Compost,Udupi,6.85
29.41,59.37,48.74,Clay,Rice,77,50,43,Compost,Chitradurga,6.4
22.75,75.09,86.24,Clay,Coffee,49,46,30,Farmyard Manure,Uttara Kannada,6.54
21.79,70.3,60.0,Clay,Jowar,53,31,20,NPK,Udupi,6.36
33.03,45.28,45.9,Clay,Sugarcane,110,119,51,Farmyard Manure,Vijayapura,6.18
20.59,76.16,60.0,Red,Ragi,24,27,24,Urea,Udupi,5.29
27.04,75.51,73.11,Clay,Rice,90,78,52,Compost,Tumakuru,6.58
29.46,57.71,38.04,Sandy,Ragi,39,16,17,Compost,Tumakuru,6.65
30.05,78.71,34.31,Sandy,Jowar,25,31,18,Urea,Kolar,6.36
32.77,70.54,11.75,Red,Ragi,51,22,23,NPK,Bengaluru,5.51
33.74,43.0,50.85,Black,Cotton,80,68,29,Urea,Raichur,7.04
33.53,30.9,15.5,Sandy,Tur,22,29,28,NPK,Vijayapura,6.83
30.0,32.89,37.16,Clay,Coffee,39,46,31,Farmyard Manure,Ballari,6.3
28.23,74.65,45.03,Laterite,Coffee,43,53,16,Farmyard Manure,Chikkamagaluru,6.3
29.08,59.23,72.05,Red,Rice,74,59,38,Urea,Belagavi,6.35
27.17,71.24,78.12,Laterite,Sugarcane,107,115,50,Farmyard Manure,Tumakuru,5.71
26.0,88.04,67.92,Clay,Rice,103,70,25,DAP,Uttara Kannada,6.69
30.86,64.54,47.12,Laterite,Tur,31,24,28,NPK,Mysuru,5.57
33.18,45.52,52.68,Red,Groundnut,34,43,56,DAP,Chitradurga,5.69
27.06,73.4,53.81,Sandy,Groundnut,36,38,47,DAP,Dakshina Kannada,6.73
26.41,82.68,60.0,Sandy,Jowar,43,32,19,NPK,Udupi,6.62
30.42,60.3,40.0,Black,Rice,108,67,44,Urea,Hubballi-Dharwad,7.45
27.49,62.45,77.84,Clay,Rice,86,78,36,Compost,Mandya,6.63
29.3,54.48,37.29,Clay,Jowar,54,43,14,Urea,Hubballi-Dharwad,6.07
25.38,55.99,32.19,Red,Groundnut,30,50,45,DAP,Mandya,6.45
31.32,57.14,22.41,Black,Groundnut,36,51,35,DAP,Davangere,7.72
27.29,52.8,45.9,Clay,Rice,71,61,49,Urea,Chitradurga,5.63
29.75,58.72,21.49,Black,Cotton,61,91,29,NPK,Chitradurga,6.66
25.71,65.68,40.0,Black,Rice,80,59,40,Compost,Tumakuru,7.29
28.38,62.64,39.56,Clay,Cotton,74,74,32,NPK,Mysuru,6.74
21.7,94.01,61.21,Sandy,Groundnut,30,38,45,DAP,Udupi,6.7
25.54,71.91,93.5,Clay,Coffee,52,54,16,Farmyard Manure,Dakshina Kannada,5.92
25.68,56.54,28.89,Laterite,Sunflower,64,67,11,DAP,Hassan,5.45
26.92,47.71,63.84,Red,Groundnut,12,35,42,Urea,Tumakuru,6.77
26.69,37.83,5.0,Black,Ragi,34,26,18,NPK,Hubballi-Dharwad,7.07
29.86,71.31,35.56,Laterite,Maize,69,34,26,MOP,Bengaluru,5.33
31.78,49.28,37.59,Laterite,Groundnut,36,26,58,DAP,Raichur,5.5
23.92,57.1,52.34,Sandy,Cotton,62,51,43,NPK,Kolar,6.24
27.15,90.6,91.2,Clay,Coffee,44,49,20,Farmyard Manure,Dakshina Kannada,6.17
36.09,33.74,40.0,Clay,Rice,92,68,38,NPK,Bidar,6.59
26.44,64.23,58.07,Clay,Coffee,27,58,17,Urea,Chitradurga,5.75
34.81,46.45,40.0,Clay,Rice,91,76,43,Compost,Kalaburagi,6.5
25.96,51.38,47.9,Laterite,Coffee,47,44,22,MOP,Davangere,5.56
24.49,81.05,60.0,Black,Sunflower,67,98,32,Compost,Uttara Kannada,6.59
29.63,42.06,53.19,Sandy,Rice,79,53,27,DAP,Davangere,6.17
28.88,78.32,41.46,Red,Jowar,44,31,10,Compost,Kolar,5.56
28.71,54.91,30.0,Sandy,Sugarcane,148,93,51,MOP,Chikkamagaluru,6.75
28.01,84.1,93.88,Clay,Rice,81,52,28,DAP,Uttara Kannada,5.7
19.29,89.6,95.0,Laterite,Coffee,42,57,20,Farmyard Manure,Udupi,4.97
29.05,70.23,22.87,Sandy,Jowar,55,42,19,NPK,Mandya,7.06
38.19,33.01,5.0,Black,Cotton,56,55,42,Urea,Kalaburagi,7.86
30.31,42.4,34.34,Black,Maize,91,59,32,NPK,Raichur,7.79
19.88,90.06,62.93,Black,Maize,98,53,30,NPK,Uttara Kannada,7.62
23.41,66.72,30.0,Clay,Coffee,45,56,18,Farmyard Manure,Davangere,6.76
20.38,56.7,53.39,Clay,Coffee,45,56,27,Farmyard Manure,Chitradurga,5.96
32.31,31.53,19.13,Red,Groundnut,34,41,53,DAP,Ballari,5.96
25.12,68.84,77.07,Black,Sugarcane,123,104,25,DAP,Tumakuru,7.54
33.48,34.77,49.11,Red,Rice,110,67,52,Compost,Raichur,6.04
24.21,65.55,59.9,Red,Rice,99,54,42,NPK,Hubballi-Dharwad,6.08
25.78,40.94,38.67,Clay,Groundnut,54,51,59,DAP,Chikkamagaluru,7.29
25.94,81.29,54.22,Laterite,Jowar,48,34,16,NPK,Uttara Kannada,5.93
20.4,75.3,86.15,Clay,Rice,79,71,47,Urea,Uttara Kannada,6.42
35.1,34.22,17.61,Black,Maize,105,57,47,NPK,Ballari,7.87
27.15,62.24,47.05,Laterite,Tur,28,20,15,NPK,Mysuru,5.19
23.3,70.79,27.09,Sandy,Sunflower,58,65,28,NPK,Mysuru,6.79
27.1,80.09,22.96,Black,Jowar,44,57,31,NPK,Chikkamagaluru,7.17
38.64,37.28,51.6,Clay,Rice,73,62,31,Urea,Vijayapura,6.8
28.64,57.53,45.9,Clay,Coffee,46,63,19,Farmyard Manure,Chitradurga,6.57
30.64,40.71,29.6,Clay,Cotton,73,79,20,NPK,Vijayapura,6.65
27.18,82.74,71.39,Sandy,Groundnut,33,24,46,MOP,Dakshina Kannada,6.12
23.12,62.54,84.59,Laterite,Coffee,48,81,17,Farmyard Manure,Kolar,5.47
28.65,42.21,26.21,Clay,Jowar,57,56,17,NPK,Vijayapura,5.99
32.4,54.48,31.25,Red,Ragi,44,20,21,NPK,Belagavi,6.18
31.91,51.62,11.56,Red,Jowar,31,41,18,Urea,Ballari,6.06
33.49,38.77,15.31,Black,Jowar,49,36,22,Compost,Bidar,7.65
29.34,56.02,45.79,Sandy,Groundnut,19,23,32,Urea,Kolar,6.28
24.56,77.47,87.68,Clay,Rice,91,58,49,NPK,Udupi,6.65
31.43,50.38,37.29,Black,Cotton,55,66,28,Compost,Davangere,7.97
23.03,68.34,30.23,Black,Tur,42,36,20,Compost,Hassan,6.98
27.46,47.98,7.46,Sandy,Ragi,39,24,28,Urea,Davangere,7.15
29.97,35.8,52.66,Sandy,Sugarcane,135,121,53,Farmyard Manure,Vijayapura,6.55
27.51,87.27,94.33,Laterite,Rice,72,74,30,Urea,Dakshina Kannada,5.76
27.11,57.94,23.36,Clay,Tur,40,37,29,Urea,Tumakuru,7.18
32.89,62.72,44.46,Black,Rice,99,88,41,NPK,Davangere,6.78
25.42,61.52,30.26,Black,Ragi,44,39,23,NPK,Mandya,7.52
30.88,61.6,60.0,Red,Ragi,52,44,19,NPK,Mysuru,5.29
23.95,82.46,83.22,Sandy,Maize,76,21,27,MOP,Udupi,6.97
30.78,79.44,65.28,Black,Sugarcane,119,113,39,Farmyard Manure,Kolar,7.78
20.91,78.1,60.0,Laterite,Sunflower,52,53,36,MOP,Mangaluru,5.64
24.13,59.84,46.87,Clay,Cotton,96,58,24,NPK,Chikkamagaluru,6.73
33.5,49.33,9.47,Black,Ragi,36,38,21,NPK,Raichur,6.93
21.94,72.31,53.19,Laterite,Tur,24,22,17,NPK,Mysuru,5.36
28.66,80.3,62.11,Clay,Maize,68,49,26,Urea,Uttara Kannada,6.57
27.98,51.7,40.27,Sandy,Groundnut,22,29,63,DAP,Tumakuru,6.35
25.74,79.72,58.48,Red,Maize,94,57,40,Compost,Kolar,5.97
35.33,60.12,49.55,Black,Maize,86,69,44,NPK,Chitradurga,7.62
33.87,43.5,34.86,Clay,Cotton,74,64,36,Compost,Ballari,6.83
33.37,43.3,45.58,Black,Sugarcane,137,120,51,Farmyard Manure,Raichur,7.41
26.64,66.14,39.18,Red,Tur,23,29,24,NPK,Kolar,6.75
31.78,60.3,23.35,Sandy,Tur,31,29,34,NPK,Mandya,6.88
34.02,39.3,40.0,Clay,Rice,95,51,53,NPK,Ballari,7.37
29.44,48.6,36.72,Clay,Coffee,48,59,19,Farmyard Manure,Hubballi-Dharwad,7.76
27.27,88.41,60.99,Red,Groundnut,28,42,57,DAP,Udupi,4.84
27.75,67.16,36.97,Black,Groundnut,46,44,50,DAP,Davangere,6.42
29.94,38.91,31.11,Red,Coffee,46,51,19,Farmyard Manure,Vijayapura,5.32
28.4,42.0,60.27,Black,Rice,114,68,49,Compost,Raichur,7.22
26.95,88.61,34.2,Red,Sunflower,68,38,31,MOP,Dakshina Kannada,6.1
24.04,55.5,54.84,Black,Maize,106,63,38,NPK,Mysuru,7.05
36.08,51.61,49.46,Clay,Sugarcane,101,126,49,Urea,Belagavi,6.57
23.13,86.89,60.56,Black,Sugarcane,124,128,50,Farmyard Manure,Mangaluru,7.26
33.83,27.86,43.97,Black,Maize,77,62,29,Compost,Kalaburagi,6.73
26.6,48.98,34.1,Laterite,Sunflower,58,64,25,Compost,Hubballi-Dharwad,5.03
34.16,35.13,39.92,Clay,Tur,35,22,29,NPK,Raichur,6.34
25.46,71.68,55.78,Laterite,Groundnut,32,28,49,DAP,Hassan,5.07
32.78,44.88,59.41,Red,Tur,31,29,32,NPK,Davangere,5.8
34.9,65.48,64.36,Black,Maize,69,60,35,Urea,Kolar,7.63
28.72,42.37,23.07,Red,Maize,76,40,38,Compost,Ballari,5.57
23.01,68.42,77.91,Sandy,Sugarcane,91,121,51,Urea,Tumakuru,7.02
24.04,87.25,60.0,Sandy,Ragi,34,23,20,NPK,Mangaluru,6.97
21.85,71.61,87.12,Red,Rice,95,51,43,NPK,Mandya,5.87
22.74,71.87,84.11,Laterite,Sugarcane,117,115,47,Farmyard Manure,Mysuru,5.82
22.16,79.71,63.86,Laterite,Coffee,60,59,18,Farmyard Manure,Dakshina Kannada,5.1
29.56,62.02,18.41,Sandy,Maize,38,47,35,Urea,Chitradurga,6.35
17.73,62.14,66.47,Laterite,Coffee,40,54,20,Farmyard Manure,Hassan,5.77
25.36,53.76,46.98,Black,Rice,95,60,34,NPK,Hubballi-Dharwad,7.03
29.21,59.9,47.46,Laterite,Sunflower,56,59,24,Compost,Hassan,6.11
25.67,58.03,64.56,Black,Cotton,78,79,30,NPK,Mandya,6.57
33.88,59.03,47.53,Laterite,Cotton,58,57,21,NPK,Davangere,5.91
19.3,82.29,89.82,Clay,Coffee,45,68,21,Farmyard Manure,Udupi,6.89
31.4,53.29,55.18,Black,Groundnut,33,47,63,DAP,Davangere,6.89
24.34,73.82,86.87,Laterite,Cotton,64,57,31,Urea,Udupi,5.65
29.08,62.68,74.01,Clay,Sugarcane,159,107,57,Farmyard Manure,Mysuru,6.13
30.6,41.19,34.08,Red,Sugarcane,116,87,43,MOP,Ballari,6.46
24.04,68.73,48.14,Laterite,Sunflower,62,82,30,Urea,Chikkamagaluru,5.31
21.53,74.19,67.83,Laterite,Maize,78,49,29,NPK,Uttara Kannada,5.79
26.28,56.26,35.96,Black,Coffee,51,63,30,Farmyard Manure,Davangere,7.62
30.12,54.87,44.83,Laterite,Tur,19,23,14,DAP,Chitradurga,5.05
31.3,49.05,35.87,Red,Ragi,48,33,29,Urea,Belagavi,6.74
34.35,41.92,10.95,Black,Ragi,50,30,33,NPK,Vijayapura,7.69
29.75,66.02,5.0,Black,Sunflower,46,84,36,Compost,Belagavi,7.58
31.82,63.99,13.26,Black,Maize,74,53,33,Compost,Kolar,6.89
27.35,66.17,95.0,Black,Rice,96,73,26,DAP,Tumakuru,7.79
17.84,65.43,14.86,Black,Ragi,44,41,27,NPK,Belagavi,7.21
29.11,61.9,34.53,Red,Ragi,54,26,26,NPK,Tumakuru,6.5
23.67,81.39,68.73,Sandy,Maize,66,33,22,DAP,Mangaluru,7.21
20.6,63.95,30.0,Laterite,Coffee,41,63,17,Farmyard Manure,Bengaluru,6.08
21.19,83.65,60.0,Black,Jowar,53,62,19,NPK,Uttara Kannada,7.32
33.05,23.21,15.51,Red,Cotton,68,71,26,Urea,Kalaburagi,6.39
25.53,50.06,58.35,Clay,Coffee,39,66,18,Farmyard Manure,Chitradurga,6.42
23.37,62.52,71.27,Black,Rice,79,59,46,NPK,Kolar,7.54
31.51,33.74,42.96,Clay,Maize,99,52,38,NPK,Bidar,6.6
18.08,64.91,41.52,Clay,Coffee,43,66,25,Farmyard Manure,Mandya,6.64
24.86,53.39,51.86,Clay,Rice,82,71,44,NPK,Hassan,6.81
28.19,50.46,22.06,Red,Ragi,32,22,16,Compost,Vijayapura,4.94
23.11,64.41,56.5,Clay,Tur,34,32,29,Compost,Kolar,6.3
27.59,44.83,66.84,Sandy,Sugarcane,123,89,45,MOP,Bengaluru,6.63
22.32,75.1,49.71,Sandy,Sunflower,53,48,31,MOP,Hassan,6.58
30.0,58.96,59.82,Clay,Coffee,56,68,25,Farmyard Manure,Davangere,6.45
29.66,34.99,39.36,Black,Groundnut,40,37,60,DAP,Bidar,7.24
27.59,75.16,60.0,Sandy,Ragi,17,36,21,Urea,Udupi,6.74
22.85,78.12,55.13,Black,Ragi,49,40,17,Urea,Udupi,7.48
22.25,80.81,95.0,Clay,Coffee,48,73,17,Farmyard Manure,Dakshina Kannada,6.65
34.64,66.13,5.0,Clay,Maize,95,51,38,Compost,Davangere,7.24
26.75,85.28,92.93,Clay,Sugarcane,139,107,38,Farmyard Manure,Udupi,6.65
23.28,76.46,69.97,Black,Maize,59,53,44,Urea,Udupi,7.26
25.13,32.96,30.0,Red,Coffee,47,68,25,Farmyard Manure,Ballari,5.95
28.79,78.86,51.7,Sandy,Groundnut,33,35,58,DAP,Dakshina Kannada,6.56
29.67,73.97,30.71,Red,Tur,26,26,13,DAP,Mysuru,6.11
30.2,69.99,60.0,Red,Ragi,45,23,16,NPK,Kolar,5.93
32.1,36.41,17.4,Black,Cotton,85,72,37,Urea,Bidar,7.38
29.66,67.06,29.27,Sandy,Tur,11,17,32,Urea,Mysuru,7.64
27.01,53.63,53.66,Black,Jowar,39,53,20,NPK,Chikkamagaluru,6.92
27.02,26.65,57.34,Black,Coffee,56,59,23,Farmyard Manure,Vijayapura,7.85
31.14,53.67,38.86,Red,Ragi,26,30,24,NPK,Belagavi,6.42
26.4,60.74,47.27,Sandy,Ragi,40,22,17,Compost,Mandya,7.04
24.95,64.25,63.72,Laterite,Sugarcane,146,95,56,Farmyard Manure,Hassan,5.92
27.36,72.63,47.59,Clay,Rice,82,78,57,Urea,Hassan,6.78
23.92,82.35,38.61,Clay,Jowar,39,43,27,Compost,Mangaluru,6.09
24.57,77.85,80.92,Black,Rice,113,69,24,DAP,Dakshina Kannada,7.23
26.67,52.85,51.63,Clay,Rice,99,75,55,Compost,Davangere,6.42
31.99,45.92,5.0,Clay,Sunflower,69,57,33,Urea,Kalaburagi,6.0
25.07,72.72,59.56,Black,Sugarcane,134,108,49,Farmyard Manure,Kolar,7.51
25.29,64.59,32.86,Sandy,Tur,21,40,31,Urea,Kolar,6.36
26.45,67.7,79.2,Black,Maize,75,49,44,Urea,Kolar,6.86
25.58,72.68,60.0,Sandy,Ragi,44,18,24,Urea,Dakshina Kannada,7.5
29.8,78.46,42.24,Red,Maize,71,71,40,Compost,Tumakuru,5.72
23.42,60.69,40.44,Red,Maize,93,46,37,NPK,Hassan,5.49
26.07,60.59,34.72,Laterite,Ragi,47,38,24,Compost,Bengaluru,4.38
26.09,80.77,74.54,Laterite,Groundnut,29,44,53,DAP,Uttara Kannada,5.03
26.05,55.08,46.01,Red,Tur,36,30,31,NPK,Hubballi-Dharwad,5.57
26.93,49.33,53.67,Red,Cotton,66,53,25,NPK,Bengaluru,5.1
24.9,57.99,29.24,Red,Ragi,40,35,18,Urea,Hubballi-Dharwad,5.94
24.45,84.16,60.0,Clay,Sunflower,69,89,17,DAP,Mangaluru,6.55
29.72,44.73,61.78,Black,Rice,87,78,45,Urea,Bidar,6.71
29.05,40.62,34.86,Clay,Coffee,53,77,27,Farmyard Manure,Vijayapura,6.69
29.9,53.25,37.45,Laterite,Maize,77,56,34,NPK,Chitradurga,5.17
22.06,56.14,39.79,Laterite,Coffee,57,49,15,Farmyard Manure,Hassan,4.61
21.79,78.01,71.82,Black,Cotton,73,60,35,Urea,Dakshina Kannada,7.07
27.71,64.03,40.28,Red,Ragi,35,19,22,NPK,Bengaluru,6.46
24.49,67.65,48.89,Sandy,Maize,58,19,31,Urea,Bengaluru,6.75
36.67,48.25,5.0,Red,Tur,31,20,23,Urea,Raichur,5.65
20.89,72.16,60.0,Sandy,Ragi,34,24,24,Compost,Dakshina Kannada,7.08
20.57,68.52,60.0,Red,Jowar,54,35,29,NPK,Uttara Kannada,6.15
30.23,42.26,5.0,Clay,Cotton,74,57,19,DAP,Bidar,6.83
25.84,70.98,63.36,Black,Rice,108,85,49,Urea,Udupi,7.37
22.41,87.54,60.18,Clay,Coffee,51,67,12,Farmyard Manure,Uttara Kannada,6.49
31.84,50.11,48.44,Black,Rice,97,55,31,Compost,Hubballi-Dharwad,6.26
22.98,77.24,69.94,Laterite,Sugarcane,90,121,37,Urea,Uttara Kannada,5.19
24.9,74.18,33.38,Laterite,Maize,82,51,32,NPK,Mandya,6.28
26.79,59.56,54.66,Black,Rice,113,62,41,Compost,Tumakuru,7.7
27.07,60.45,48.13,Laterite,Ragi,53,29,20,NPK,Mysuru,5.68
30.7,73.06,30.94,Red,Sugarcane,116,94,35,MOP,Hassan,6.13
29.73,56.12,70.69,Red,Groundnut,25,44,54,DAP,Bengaluru,5.56
25.8,49.48,30.0,Clay,Coffee,43,79,25,Farmyard Manure,Kalaburagi,5.92
27.26,76.21,95.0,Clay,Rice,103,73,20,DAP,Dakshina Kannada,5.93
27.16,81.86,86.05,Black,Groundnut,42,53,48,DAP,Dakshina Kannada,7.49
27.25,83.6,95.0,Clay,Maize,66,45,35,Compost,Dakshina Kannada,6.4
29.06,69.38,34.42,Black,Tur,28,37,26,NPK,Mandya,7.32
29.57,60.46,72.02,Clay,Groundnut,35,24,32,DAP,Kolar,6.25
34.54,23.76,47.42,Clay,Rice,94,58,42,Compost,Kalaburagi,7.02
33.22,46.09,35.99,Clay,Jowar,76,41,17,NPK,Ballari,6.33
28.5,52.81,29.58,Clay,Maize,77,70,39,NPK,Davangere,6.81
26.71,59.21,52.93,Black,Rice,66,74,37,Urea,Davangere,6.85
25.04,55.27,71.46,Clay,Sugarcane,109,115,44,Farmyard Manure,Davangere,5.9
26.74,66.39,32.24,Red,Maize,70,57,42,NPK,Mysuru,6.34
23.49,88.75,66.62,Sandy,Cotton,49,45,32,Urea,Mangaluru,7.55
29.25,49.53,25.97,Clay,Tur,33,21,23,Compost,Kalaburagi,6.47
34.49,35.74,22.53,Red,Tur,41,24,14,DAP,Kalaburagi,5.64
37.94,40.27,5.0,Red,Jowar,50,35,17,NPK,Kalaburagi,6.14
30.46,35.12,31.75,Red,Ragi,25,18,22,Compost,Kalaburagi,6.06
